Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"3105029", 0.415, 1,    256.785,  -32.4,    1.0717, 3,    256.866,   87.4,    1.0721, 0, 0, 0, 0
"3105074", 0.415, 1,    256.147,  -32.4,    1.0691, 3,    256.526,   87.3,    1.0706, 0, 0, 0, 0
"3105034", 0.415, 1,    257.668,  -32.2,    1.0754, 3,    256.342,   87.5,    1.0699, 0, 0, 0, 0
"3106263", 0.415, 1,    258.337,  -32.4,    1.0782, 3,    258.704,   87.5,    1.0797, 0, 0, 0, 0
"3105236", 0.415, 1,     257.55,  -32.4,    1.0749, 3,    258.495,   87.4,    1.0789, 0, 0, 0, 0
"3106323", 0.415, 1,    256.472,  -32.3,    1.0704, 3,    257.595,   87.3,    1.0751, 0, 0, 0, 0
"3106347", 0.415, 1,    246.135,  -32.3,    1.0273, 3,     250.92,   86.2,    1.0472, 0, 0, 0, 0
"3106348", 0.415, 1,    245.198,  -32.3,    1.0234, 3,    250.826,   86.1,    1.0469, 0, 0, 0, 0
"3105319", 0.415, 1,    258.687,  -32.4,    1.0797, 3,    259.271,   87.5,    1.0821, 0, 0, 0, 0
"3106445", 0.415, 1,    257.459,  -32.4,    1.0745, 3,    258.485,   87.4,    1.0788, 0, 0, 0, 0
"3105820", 0.415, 1,     243.55,  -32.3,    1.0165, 3,    249.915,   85.9,    1.0431, 0, 0, 0, 0
"3106635", 0.415, 1,    243.454,  -32.3,    1.0161, 3,    249.869,   85.9,    1.0429, 0, 0, 0, 0
"3105913", 0.415, 1,    251.109,  -32.2,     1.048, 3,    252.898,   86.7,    1.0555, 0, 0, 0, 0
"3106757", 0.415, 1,    256.011,  -32.3,    1.0685, 3,    257.119,   87.3,    1.0731, 0, 0, 0, 0
"3106758", 0.415, 1,    255.991,  -32.3,    1.0684, 0, 0, 0, 0, 0, 0, 0, 0
"3106759", 0.415, 1,    256.005,  -32.3,    1.0685, 3,    257.114,   87.3,    1.0731, 0, 0, 0, 0
"3106771", 0.415, 3,    249.745,   85.9,    1.0423, 0, 0, 0, 0, 0, 0, 0, 0
"3106772", 0.415, 3,    249.896,   85.9,     1.043, 0, 0, 0, 0, 0, 0, 0, 0
"3106778", 0.415, 1,    243.061,  -32.3,    1.0144, 0, 0, 0, 0, 0, 0, 0, 0
"3106779", 0.415, 3,    249.475,   85.9,    1.0412, 0, 0, 0, 0, 0, 0, 0, 0
"3106780", 0.415, 1,    244.746,  -32.3,    1.0215, 0, 0, 0, 0, 0, 0, 0, 0
"3106781", 0.415, 3,    250.927,   86.2,    1.0473, 0, 0, 0, 0, 0, 0, 0, 0
"3106782", 0.415, 1,    246.888,  -32.2,    1.0304, 0, 0, 0, 0, 0, 0, 0, 0
"3106783", 0.415, 3,    249.947,   86.3,    1.0432, 0, 0, 0, 0, 0, 0, 0, 0
"3106784", 0.415, 3,    249.958,   86.2,    1.0432, 0, 0, 0, 0, 0, 0, 0, 0
"3106785", 0.415, 1,    247.055,  -32.3,    1.0311, 0, 0, 0, 0, 0, 0, 0, 0
"3106786", 0.415, 3,    250.933,   86.3,    1.0473, 0, 0, 0, 0, 0, 0, 0, 0
"3106787", 0.415, 3,    254.456,   86.8,     1.062, 0, 0, 0, 0, 0, 0, 0, 0
"3106788", 0.415, 3,    253.633,   86.7,    1.0586, 0, 0, 0, 0, 0, 0, 0, 0
"3106789", 0.415, 1,     249.85,  -32.3,    1.0428, 0, 0, 0, 0, 0, 0, 0, 0
"3106790", 0.415, 1,    256.649,  -32.4,    1.0712, 0, 0, 0, 0, 0, 0, 0, 0
"3106791", 0.415, 1,     255.12,  -32.4,    1.0648, 0, 0, 0, 0, 0, 0, 0, 0
"3106792", 0.415, 3,    256.047,   87.3,    1.0686, 0, 0, 0, 0, 0, 0, 0, 0
"3106793", 0.415, 1,      246.3,  -32.3,     1.028, 0, 0, 0, 0, 0, 0, 0, 0
"3106794", 0.415, 1,    244.777,  -32.3,    1.0216, 0, 0, 0, 0, 0, 0, 0, 0
"3106845", 0.415, 3,    259.333,   87.6,    1.0824, 0, 0, 0, 0, 0, 0, 0, 0
"3106846", 0.415, 1,    249.825,  -32.3,    1.0427, 0, 0, 0, 0, 0, 0, 0, 0
"3106847", 0.415, 1,    253.731,  -32.3,     1.059, 0, 0, 0, 0, 0, 0, 0, 0
"3106848", 0.415, 3,    254.482,   87.0,    1.0621, 0, 0, 0, 0, 0, 0, 0, 0
"3106857", 0.415, 3,    252.332,   86.7,    1.0531, 0, 0, 0, 0, 0, 0, 0, 0
"3106858", 0.415, 1,    250.487,  -32.2,    1.0454, 0, 0, 0, 0, 0, 0, 0, 0
"3106859", 0.415, 1,    250.815,  -32.2,    1.0468, 0, 0, 0, 0, 0, 0, 0, 0
"3106860", 0.415, 1,    250.465,  -32.2,    1.0453, 0, 0, 0, 0, 0, 0, 0, 0
"3106861", 0.415, 3,    252.962,   86.7,    1.0558, 0, 0, 0, 0, 0, 0, 0, 0
"3106862", 0.415, 1,     251.83,  -32.2,     1.051, 0, 0, 0, 0, 0, 0, 0, 0
"3106863", 0.415, 3,    253.492,   86.8,     1.058, 0, 0, 0, 0, 0, 0, 0, 0
"3106864", 0.415, 3,    254.749,   87.0,    1.0632, 0, 0, 0, 0, 0, 0, 0, 0
"3106865", 0.415, 3,    251.829,   86.8,     1.051, 0, 0, 0, 0, 0, 0, 0, 0
"3106866", 0.415, 3,    252.172,   86.7,    1.0525, 0, 0, 0, 0, 0, 0, 0, 0
"3106867", 0.415, 3,    252.532,   86.7,     1.054, 0, 0, 0, 0, 0, 0, 0, 0
"3106875", 0.415, 1,    253.088,  -32.2,    1.0563, 0, 0, 0, 0, 0, 0, 0, 0
"3106876", 0.415, 1,    255.983,  -32.3,    1.0684, 0, 0, 0, 0, 0, 0, 0, 0
"3106877", 0.415, 3,    258.099,   87.5,    1.0772, 0, 0, 0, 0, 0, 0, 0, 0
"3106878", 0.415, 3,    258.505,   87.5,    1.0789, 0, 0, 0, 0, 0, 0, 0, 0
"3106879", 0.415, 3,    257.992,   87.4,    1.0768, 0, 0, 0, 0, 0, 0, 0, 0
"3106930", 0.415, 3,    256.138,   87.5,     1.069, 0, 0, 0, 0, 0, 0, 0, 0
"3106931", 0.415, 2,     261.24, -150.3,    1.0903, 0, 0, 0, 0, 0, 0, 0, 0
"3106932", 0.415, 1,    246.105,  -32.3,    1.0271, 0, 0, 0, 0, 0, 0, 0, 0
"3106937", 0.415, 1,    256.949,  -32.4,    1.0724, 0, 0, 0, 0, 0, 0, 0, 0
"3107078", 0.415, 3,    251.761,   86.4,    1.0508, 0, 0, 0, 0, 0, 0, 0, 0
"3107150", 0.415, 1,    253.766,  -32.3,    1.0591, 0, 0, 0, 0, 0, 0, 0, 0
"3107214", 0.415, 3,    258.423,   87.5,    1.0786, 0, 0, 0, 0, 0, 0, 0, 0
"3107254", 0.415, 1,    251.762,  -32.3,    1.0508, 0, 0, 0, 0, 0, 0, 0, 0
"3107259", 0.415, 3,    255.879,   87.5,    1.0679, 0, 0, 0, 0, 0, 0, 0, 0
"3107261", 0.415, 1,    243.774,  -32.3,    1.0174, 0, 0, 0, 0, 0, 0, 0, 0
"3107263", 0.415, 3,    256.104,   87.3,    1.0689, 0, 0, 0, 0, 0, 0, 0, 0
"3107274", 0.415, 3,    256.798,   87.4,    1.0718, 0, 0, 0, 0, 0, 0, 0, 0
"3107276", 0.415, 1,    243.434,  -32.3,     1.016, 0, 0, 0, 0, 0, 0, 0, 0
"3107280", 0.415, 3,    257.293,   87.5,    1.0738, 0, 0, 0, 0, 0, 0, 0, 0
"3107283", 0.415, 3,    250.557,   86.2,    1.0457, 0, 0, 0, 0, 0, 0, 0, 0
"3107293", 0.415, 1,     250.44,  -32.1,    1.0452, 0, 0, 0, 0, 0, 0, 0, 0
"3107294", 0.415, 1,    243.261,  -32.3,    1.0153, 0, 0, 0, 0, 0, 0, 0, 0
"3107297", 0.415, 1,    245.779,  -32.3,    1.0258, 0, 0, 0, 0, 0, 0, 0, 0
"3107308", 0.415, 3,    254.248,   87.0,    1.0611, 0, 0, 0, 0, 0, 0, 0, 0
"3107316", 0.415, 3,    249.514,   85.9,    1.0414, 0, 0, 0, 0, 0, 0, 0, 0
"3107318", 0.415, 3,    250.916,   86.2,    1.0472, 0, 0, 0, 0, 0, 0, 0, 0
"3107325", 0.415, 1,    244.866,  -32.3,     1.022, 0, 0, 0, 0, 0, 0, 0, 0
"3107326", 0.415, 2,    261.386, -150.3,    1.0909, 0, 0, 0, 0, 0, 0, 0, 0
"3107329", 0.415, 1,    255.699,  -32.4,    1.0672, 0, 0, 0, 0, 0, 0, 0, 0
"3107336", 0.415, 1,    253.847,  -32.3,    1.0595, 0, 0, 0, 0, 0, 0, 0, 0
"3107341", 0.415, 3,    250.814,   86.2,    1.0468, 0, 0, 0, 0, 0, 0, 0, 0
"3107345", 0.415, 3,    254.518,   87.0,    1.0623, 0, 0, 0, 0, 0, 0, 0, 0
"3107347", 0.415, 1,    257.135,  -32.4,    1.0732, 0, 0, 0, 0, 0, 0, 0, 0
"3107350", 0.415, 1,    259.967,  -32.4,     1.085, 0, 0, 0, 0, 0, 0, 0, 0
"3107351", 0.415, 3,    254.312,   87.0,    1.0614, 0, 0, 0, 0, 0, 0, 0, 0
"3107359", 0.415, 1,    251.379,  -32.1,    1.0492, 0, 0, 0, 0, 0, 0, 0, 0
"3107366", 0.415, 1,    242.981,  -32.3,    1.0141, 0, 0, 0, 0, 0, 0, 0, 0
"3107380", 0.415, 1,    246.136,  -32.2,    1.0273, 0, 0, 0, 0, 0, 0, 0, 0
"3107381", 0.415, 3,    252.768,   86.7,     1.055, 0, 0, 0, 0, 0, 0, 0, 0
"3107382", 0.415, 3,    251.795,   86.7,    1.0509, 0, 0, 0, 0, 0, 0, 0, 0
"3107384", 0.415, 3,    256.054,   87.5,    1.0687, 0, 0, 0, 0, 0, 0, 0, 0
"3107394", 0.415, 3,    255.858,   87.6,    1.0679, 0, 0, 0, 0, 0, 0, 0, 0
"3107404", 0.415, 1,    255.742,  -32.4,    1.0674, 0, 0, 0, 0, 0, 0, 0, 0
"3107413", 0.415, 1,    256.794,  -32.4,    1.0718, 0, 0, 0, 0, 0, 0, 0, 0
"3107415", 0.415, 1,    258.021,  -32.4,    1.0769, 0, 0, 0, 0, 0, 0, 0, 0
"3107416", 0.415, 1,    250.528,  -32.2,    1.0456, 0, 0, 0, 0, 0, 0, 0, 0
"3107419", 0.415, 1,    246.232,  -32.3,    1.0277, 0, 0, 0, 0, 0, 0, 0, 0
"3107428", 0.415, 3,    252.814,   86.8,    1.0551, 0, 0, 0, 0, 0, 0, 0, 0
"3107435", 0.415, 1,    251.995,  -32.2,    1.0517, 0, 0, 0, 0, 0, 0, 0, 0
"3107437", 0.415, 1,    243.066,  -32.3,    1.0145, 0, 0, 0, 0, 0, 0, 0, 0
"3107444", 0.415, 1,    243.194,  -32.3,     1.015, 0, 0, 0, 0, 0, 0, 0, 0
"3107446", 0.415, 3,    256.581,   87.4,    1.0709, 0, 0, 0, 0, 0, 0, 0, 0
"3107449", 0.415, 3,    258.374,   87.5,    1.0784, 0, 0, 0, 0, 0, 0, 0, 0
"3107456", 0.415, 1,    244.762,  -32.3,    1.0215, 0, 0, 0, 0, 0, 0, 0, 0
"3107461", 0.415, 3,    254.313,   86.8,    1.0614, 0, 0, 0, 0, 0, 0, 0, 0
"3107462", 0.415, 3,    252.422,   86.8,    1.0535, 0, 0, 0, 0, 0, 0, 0, 0
"3107463", 0.415, 3,    251.109,   86.3,     1.048, 0, 0, 0, 0, 0, 0, 0, 0
