,Bus1,Bus2,C0,C1,CMatrix,EmergAmps,Geometry,Length,LineCode,Name,NormAmps,NumCust,Parent,Phases,R0,R1,Rg,Rho,RMatrix,Spacing,TotalCust,Units,X0,X1,Xg,XMatrix,Yprim,Idx,IsSwitch,SeasonRating
line_75626125_3106846_3105996,3105996.1,3106846.1,0.00010000000000000002,0.00010000000000000002,[0.0001],600.0,,0.028630761887009297,1p_code2,line_75626125_3106846_3105996,400.0,0,0,1,0.7839,0.7839,0.01805,100.0,[0.7839],,0,3,0.0915,0.0915,0.155081,[0.09149999999999998],"[43.54313324799757, -5.933873101355451, -43.54313324799757, 5.933873101355991, -43.54313324799757, 5.933873101355991, 43.54313324799757, -5.933873101355451]",67,False,400.0
line_75626126_3106847_3106173,3106173.1,3106847.1,0.00010000000000000002,0.00010000000000000002,[0.0001],600.0,,0.018712173076241553,1p_code2,line_75626126_3106847_3106173,400.0,2,68,2,1e-05,0.164,0.01805,100.0,"[0.10933666666666667, -0.05466333333333333, -0.05466333333333333, 0.10933666666666667]",,8,3,1e-05,0.062,0.155081,"[0.04133666666666666, -0.020663333333333332, -0.020663333333333332, 0.04133666666666666]","[569.580837825857, -202.06816321645982, 277.2782885590309, -69.46261647590005, -569.580837825857, 202.06816321646014, -277.2782885590309, 69.46261647590005, 277.2782885590309, -69.46261647590005, 569.5808378258569, -202.06816321645977, -277.2782885590309, 69.46261647590005, -569.5808378258569, 202.06816321646008, -569.580837825857, 202.06816321646014, -277.2782885590309, 69.46261647590005, 569.580837825857, -202.06816321645982, 277.2782885590309, -69.46261647590005, -277.2782885590309, 69.46261647590005, -569.5808378258569, 202.06816321646008, 277.2782885590309, -69.46261647590005, 569.5808378258569, -202.06816321645977]",68,False,400.0
line_75626127_3106848_3104390,3104390.3,3106848.3,0.00010000000000000002,0.00010000000000000002,[0.0001],600.0,,0.030146734868885777,1p_code2,line_75626127_3106848_3104390,400.0,1,69,2,1e-05,0.164,0.01805,100.0,"[0.10933666666666667, -0.05466333333333333, -0.05466333333333333, 0.10933666666666667]",,4,3,1e-05,0.062,0.155081,"[0.04133666666666666, -0.020663333333333332, -0.020663333333333332, 0.04133666666666666]","[184.18220672582487, -65.34166485007351, 89.6619472995269, -22.461742281071054, -184.18220672582487, 65.34166485007452, -89.6619472995269, 22.461742281071054, 89.6619472995269, -22.461742281071054, 184.1822067258249, -65.34166485007351, -89.6619472995269, 22.461742281071054, -184.1822067258249, 65.34166485007452, -184.18220672582487, 65.34166485007452, -89.6619472995269, 22.461742281071054, 184.18220672582487, -65.34166485007351, 89.6619472995269, -22.461742281071054, -89.6619472995269, 22.461742281071054, -184.1822067258249, 65.34166485007452, 89.6619472995269, -22.461742281071054, 184.1822067258249, -65.34166485007351]",69,False,400.0
line_75626136_3106857_3104396,3104396.3,3106857.3,0.00010000000000000002,0.00010000000000000002,[0.0001],600.0,,0.03173855277120485,1p_code2,line_75626136_3106857_3104396,400.0,2,70,2,1e-05,0.164,0.01805,100.0,"[0.10933666666666667, -0.05466333333333333, -0.05466333333333333, 0.10933666666666667]",,4,3,1e-05,0.062,0.155081,"[0.04133666666666666, -0.020663333333333332, -0.020663333333333332, 0.04133666666666666]","[197.07496119663267, -69.9155813895788, 95.93828361049381, -24.034064240746034, -197.07496119663267, 69.91558138957974, -95.93828361049381, 24.034064240746034, 95.93828361049381, -24.034064240746034, 197.07496119663264, -69.9155813895788, -95.93828361049381, 24.034064240746034, -197.07496119663264, 69.91558138957974, -197.07496119663267, 69.91558138957974, -95.93828361049381, 24.034064240746034, 197.07496119663267, -69.9155813895788, 95.93828361049381, -24.034064240746034, -95.93828361049381, 24.034064240746034, -197.07496119663264, 69.91558138957974, 95.93828361049381, -24.034064240746034, 197.07496119663264, -69.9155813895788]",70,False,400.0
line_75626137_3106858_3105913,3105913.1,3106858.1,0.00010000000000000002,0.00010000000000000002,[0.0001],600.0,,0.03419392045490456,1p_code2,line_75626137_3106858_3105913,400.0,1,71,2,1e-05,0.164,0.01805,100.0,"[0.10933666666666667, -0.05466333333333333, -0.05466333333333333, 0.10933666666666667]",,7,3,1e-05,0.062,0.155081,"[0.04133666666666666, -0.020663333333333332, -0.020663333333333332, 0.04133666666666666]","[203.5898295284753, -72.22683800143666, 99.10979399370133, -24.828577978344992, -203.5898295284753, 72.22683800143757, -99.10979399370133, 24.828577978344992, 99.10979399370133, -24.828577978344992, 203.5898295284753, -72.22683800143666, -99.10979399370133, 24.828577978344992, -203.5898295284753, 72.22683800143757, -203.5898295284753, 72.22683800143757, -99.10979399370133, 24.828577978344992, 203.5898295284753, -72.22683800143666, 99.10979399370133, -24.828577978344992, -99.10979399370133, 24.828577978344992, -203.5898295284753, 72.22683800143757, 99.10979399370133, -24.828577978344992, 203.5898295284753, -72.22683800143666]",71,False,400.0
line_75626138_3106859_3105913,3105913.1,3106859.1,0.00010000000000000002,0.00010000000000000002,[0.0001],600.0,,0.031127714726286736,1p_code2,line_75626138_3106859_3105913,400.0,1,72,2,1e-05,0.164,0.01805,100.0,"[0.10933666666666667, -0.05466333333333333, -0.05466333333333333, 0.10933666666666667]",,7,3,1e-05,0.062,0.155081,"[0.04133666666666666, -0.020663333333333332, -0.020663333333333332, 0.04133666666666666]","[203.5898295284753, -72.22683800143666, 99.10979399370133, -24.828577978344992, -203.5898295284753, 72.22683800143757, -99.10979399370133, 24.828577978344992, 99.10979399370133, -24.828577978344992, 203.5898295284753, -72.22683800143666, -99.10979399370133, 24.828577978344992, -203.5898295284753, 72.22683800143757, -203.5898295284753, 72.22683800143757, -99.10979399370133, 24.828577978344992, 203.5898295284753, -72.22683800143666, 99.10979399370133, -24.828577978344992, -99.10979399370133, 24.828577978344992, -203.5898295284753, 72.22683800143757, 99.10979399370133, -24.828577978344992, 203.5898295284753, -72.22683800143666]",72,False,400.0
line_75626139_3106860_3105913,3105913.1,3106860.1,0.00010000000000000002,0.00010000000000000002,[0.0001],600.0,,0.036513579406783854,1p_code2,line_75626139_3106860_3105913,400.0,1,73,2,1e-05,0.164,0.01805,100.0,"[0.10933666666666667, -0.05466333333333333, -0.05466333333333333, 0.10933666666666667]",,7,3,1e-05,0.062,0.155081,"[0.04133666666666666, -0.020663333333333332, -0.020663333333333332, 0.04133666666666666]","[203.5898295284753, -72.22683800143666, 99.10979399370133, -24.828577978344992, -203.5898295284753, 72.22683800143757, -99.10979399370133, 24.828577978344992, 99.10979399370133, -24.828577978344992, 203.5898295284753, -72.22683800143666, -99.10979399370133, 24.828577978344992, -203.5898295284753, 72.22683800143757, -203.5898295284753, 72.22683800143757, -99.10979399370133, 24.828577978344992, 203.5898295284753, -72.22683800143666, 99.10979399370133, -24.828577978344992, -99.10979399370133, 24.828577978344992, -203.5898295284753, 72.22683800143757, 99.10979399370133, -24.828577978344992, 203.5898295284753, -72.22683800143666]",73,False,400.0
line_75626140_3106861_3104592,3104592.3,3106861.3,0.00010000000000000002,0.00010000000000000002,[0.0001],600.0,,0.017908503511290495,1p_code2,line_75626140_3106861_3104592,400.0,1,74,2,1e-05,0.164,0.01805,100.0,"[0.10933666666666667, -0.05466333333333333, -0.05466333333333333, 0.10933666666666667]",,12,3,1e-05,0.062,0.155081,"[0.04133666666666666, -0.020663333333333332, -0.020663333333333332, 0.04133666666666666]","[200.27942900468602, -71.05241900955788, 97.49825418982572, -24.424861654524598, -200.27942900468602, 71.0524190095588, -97.49825418982572, 24.424861654524598, 97.49825418982572, -24.424861654524598, 200.27942900468608, -71.05241900955787, -97.49825418982572, 24.424861654524598, -200.27942900468608, 71.05241900955879, -200.27942900468602, 71.0524190095588, -97.49825418982572, 24.424861654524598, 200.27942900468602, -71.05241900955788, 97.49825418982572, -24.424861654524598, -97.49825418982572, 24.424861654524598, -200.27942900468608, 71.05241900955879, 97.49825418982572, -24.424861654524598, 200.27942900468608, -71.05241900955787]",74,False,400.0
line_75626141_3106862_3106029,3106029.1,3106862.1,0.00010000000000000002,0.00010000000000000002,[0.0001],600.0,,0.022341939620467162,1p_code2,line_75626141_3106862_3106029,400.0,1,75,2,1e-05,0.164,0.01805,100.0,"[0.10933666666666667, -0.05466333333333333, -0.05466333333333333, 0.10933666666666667]",,21,3,1e-05,0.062,0.155081,"[0.04133666666666666, -0.020663333333333332, -0.020663333333333332, 0.04133666666666666]","[169.01797922439312, -59.96190592154761, 82.27983264664186, -20.612405278959148, -169.01797922439312, 59.96190592154871, -82.27983264664186, 20.612405278959148, 82.27983264664186, -20.612405278959148, 169.01797922439306, -59.96190592154762, -82.27983264664186, 20.612405278959148, -169.01797922439306, 59.96190592154872, -169.01797922439312, 59.96190592154871, -82.27983264664186, 20.612405278959148, 169.01797922439312, -59.96190592154761, 82.27983264664186, -20.612405278959148, -82.27983264664186, 20.612405278959148, -169.01797922439306, 59.96190592154872, 82.27983264664186, -20.612405278959148, 169.01797922439306, -59.96190592154762]",75,False,400.0
line_75626142_3106863_3106029,3106029.3,3106863.3,0.00010000000000000002,0.00010000000000000002,[0.0001],600.0,,0.012552950649017626,1p_code2,line_75626142_3106863_3106029,400.0,2,76,2,1e-05,0.164,0.01805,100.0,"[0.10933666666666667, -0.05466333333333333, -0.05466333333333333, 0.10933666666666667]",,21,3,1e-05,0.062,0.155081,"[0.04133666666666666, -0.020663333333333332, -0.020663333333333332, 0.04133666666666666]","[169.01797922439312, -59.96190592154761, 82.27983264664186, -20.612405278959148, -169.01797922439312, 59.96190592154871, -82.27983264664186, 20.612405278959148, 82.27983264664186, -20.612405278959148, 169.01797922439306, -59.96190592154762, -82.27983264664186, 20.612405278959148, -169.01797922439306, 59.96190592154872, -169.01797922439312, 59.96190592154871, -82.27983264664186, 20.612405278959148, 169.01797922439312, -59.96190592154761, 82.27983264664186, -20.612405278959148, -82.27983264664186, 20.612405278959148, -169.01797922439306, 59.96190592154872, 82.27983264664186, -20.612405278959148, 169.01797922439306, -59.96190592154762]",76,False,400.0
line_75626143_3106864_3104849,3104849.3,3106864.3,0.00010000000000000002,0.00010000000000000002,[0.0001],600.0,,0.034801759854696336,1p_code2,line_75626143_3106864_3104849,400.0,1,77,2,1e-05,0.164,0.01805,100.0,"[0.10933666666666667, -0.05466333333333333, -0.05466333333333333, 0.10933666666666667]",,31,3,1e-05,0.062,0.155081,"[0.04133666666666666, -0.020663333333333332, -0.020663333333333332, 0.04133666666666666]","[169.8922079281316, -60.272052922050406, 82.7054169055981, -20.71902089719485, -169.8922079281316, 60.2720529220515, -82.7054169055981, 20.71902089719485, 82.7054169055981, -20.71902089719485, 169.8922079281316, -60.27205292205041, -82.7054169055981, 20.71902089719485, -169.8922079281316, 60.27205292205151, -169.8922079281316, 60.2720529220515, -82.7054169055981, 20.71902089719485, 169.8922079281316, -60.272052922050406, 82.7054169055981, -20.71902089719485, -82.7054169055981, 20.71902089719485, -169.8922079281316, 60.27205292205151, 82.7054169055981, -20.71902089719485, 169.8922079281316, -60.27205292205041]",77,False,400.0
