3097248,524963.0,5240450.5
3098232,524949.6875,5240439.5
3098893,524926.3530000001,5240453.079
3098950,524935.9950000001,5240427.02
3097534,525005.625,5240461.5
3097571,525048.6875,5240453.0
3098258,525030.0,5240470.0
3098901,525023.6409999998,5240489.668
3098941,525042.9970000004,5240484.107
3098942,525048.9749999996,5240496.647
3097900,525088.625,5240446.0
3098413,525106.6875,5240442.5
3099074,525097.3930000002,5240427.942
3099082,525175.0640000002,5240377.374
3099103,525101.5820000004,5240368.272
3098414,525069.125,5240463.5
3099064,525086.3660000004,5240479.991
3099075,525065.193,5240481.755
3099054,525079.3080000002,5240433.676
3098915,525036.9100000001,5240439.935
3099072,525056.3710000003,5240423.089
3099078,525059.9000000004,5240439.41
3098403,524991.5,5240477.5
3098904,525004.4189999998,5240493.851
3098916,524983.8279999997,5240496.669
3098907,525015.7790000001,5240443.935
3097405,524975.875,5240421.0
3097496,524976.125,5240410.0
3098213,524958.0,5240410.0
3098888,524937.3439999996,5240409.151
3098920,524940.6919999998,5240387.934
3098926,524960.7980000004,5240384.186
3098918,524973.6459999997,5240375.54
3098923,524979.5860000001,5240395.929
3098924,524992.8949999996,5240390.449
3098925,524990.5470000003,5240372.443
3098927,524995.0800000001,5240415.02
3098931,525021.0410000002,5240372.586
3098984,525024.7089999998,5240402.868
3098940,524988.9950000001,5240433.02
3098944,524983.9960000003,5240452.02
3097830,524854.0,5240500.5
3097683,524901.125,5240495.0
3098304,524911.8125,5240476.5
3098898,524910.8739999998,5240461.897
3098911,524888.9979999997,5240474.656
3097794,524937.1875,5240499.0
3097551,524943.0,5240527.0
3097407,524945.125,5240541.5
3098106,524936.375,5240565.5
3097247,524903.1875,5240575.0
3097406,524883.5,5240579.0
3097600,524861.375,5240583.5
3097449,524841.375,5240590.5
3097738,524829.5,5240576.5
3098949,524814.4859999996,5240592.575
3098951,524835.2659999998,5240559.663
3098964,524817.6639999999,5240565.556
3098968,524798.0630000001,5240574.563
3098965,524837.6150000002,5240611.112
3098273,524872.125,5240567.5
3098943,524861.4340000004,5240557.468
3098948,524883.7580000004,5240554.046
3098903,524871.966,5240623.286
3099161,524856.1210000003,5240600.316
3098906,524877.0609999998,5240594.315
3098265,524911.5,5240560.5
3098917,524917.5769999996,5240545.083
3099153,524901.5310000004,5240550.771
3098921,524897.6500000004,5240593.494
3098934,524917.1200000001,5240587.964
3098910,524970.1179999998,5240564.374
3098945,524934.0,5240585.023
3098972,524955.0,5240582.023
3098976,524973.869,5240615.007
3098961,524969.7000000002,5240548.723
3098891,524954.8360000001,5240511.892
3098966,524960.2970000003,5240528.697
3098936,524962.3660000004,5240486.743
3098947,524946.517,5240481.455
3098894,524913.9979999997,5240513.022
3098929,524891.9989999998,5240515.022
3098889,524850.5659999996,5240525.72
3098905,524871.9989999998,5240519.022
3097249,524860.1875,5240480.5
