3103198,526243.125,5237806.0
3103199,526255.6875,5237936.5
3103264,526270.5,5238084.5
3103332,526029.625,5238088.0
3103369,526260.1875,5238043.0
3103535,526248.625,5238013.0
3103536,526100.8125,5238069.0
3103537,526306.625,5237846.0
3103563,526276.3125,5237900.0
3103635,526308.8125,5238031.0
3103656,526002.375,5238085.5
3103665,525975.8125,5238071.5
3103707,526225.6875,5237989.0
3103747,526287.0,5237875.0
3103812,526239.5,5237977.5
3103814,526198.125,5238056.5
3103853,526049.875,5238082.0
3104023,526097.3125,5238079.5
3104024,526205.1875,5238050.0
3104252,526331.3125,5237809.5
3104303,526276.375,5237822.5
3104311,526263.1875,5237797.5
3104389,526344.1875,5237796.5
3104405,526259.1875,5238086.0
3104475,526083.125,5238060.0
3104476,526321.0,5237855.0
3104522,526332.5,5238020.5
3104527,526238.3125,5237945.5
3104542,525971.625,5238053.5
3104557,526234.375,5238016.0
3104609,526197.5,5237985.5
3104627,526321.1875,5237941.5
3104684,526209.125,5238070.0
3104705,526309.1875,5238047.5
3104841,526030.5,5238073.5
3104850,526346.3125,5237818.5
3104851,526332.8125,5237807.5
3104854,526317.5,5237813.0
3104885,526275.125,5237825.0
3104893,526269.875,5237831.5
3104925,526288.0880000005,5238093.05
3104926,526279.8600000003,5238069.06
3104927,526279.8600000003,5238069.06
3104928,526296.9589999998,5238070.388
3104929,526306.0990000004,5238061.336
3104930,526320.4469999997,5238076.397
3105011,526342.5290000001,5238031.374
3105012,526346.1540000001,5237952.884
3105013,526337.3030000003,5237921.336
3105014,526314.6129999999,5237922.089
3105015,526293.318,5237996.939
3105016,526295.432,5238023.099
3105017,526264.3909999998,5238025.498
3105018,526265.3459999999,5238009.928
3105019,526261.4040000001,5237992.956
3105020,526262.3459999999,5237976.928
3105021,526265.4840000002,5237962.756
3105022,526275.5700000003,5237941.642
3105023,526284.8399999999,5237926.318
3105024,526300.0959999999,5237895.715
3105025,526328.5800000001,5237894.902
3105026,526344.4330000002,5237893.933
3105027,526366.8080000002,5237881.399
3105029,526280.375,5237805.894
3105030,526274.8200000003,5237784.233
3105031,526256.477,5237774.548
3105032,526220.9942045476,5237796.862783364
3105033,526220.9879999999,5237813.998
3105034,526239.5290000001,5237828.758
3105035,526254.7340000002,5237846.954
3105036,526272.8799999999,5237857.402
3105037,526228.0070000002,5237934.166
3105038,526214.1210000003,5237939.753
3105039,526218.1119999997,5237962.423
3105040,526215.9079999998,5237998.984
3105041,526218.8509999998,5238017.393
3105042,526216.7359999996,5238034.279
3105043,526192.8789999997,5238027.365
3105044,526169.4400000004,5238035.402
3105047,526199.2779999999,5238088.936
3105048,526218.8030000003,5238083.403
3105049,526235.7170000002,5238076.46
3105050,526245.7740000002,5238097.46
3105351,526299.449,5237817.103
3105361,526145.1560000004,5238039.725
3105385,525977.0460000001,5238045.029
3105389,525986.0080000004,5238112.94
3105393,526013.9400000004,5238104.954
3105396,525956.0640000002,5238077.254
3105401,526065.0389999999,5238052.503
3105422,526091.5710000005,5238043.936
3105427,526042.9649999999,5238112.714
3105429,526042.0719999997,5238095.489
3105432,526001.631,5238059.085
3105436,526118.7680000002,5238034.235
3105443,526123.159,5238051.265
3105450,526066.6150000002,5238097.186
3105466,526094.184182224,5238096.191735911
3105471,526121.6969999997,5238079.608
3105549,526312.71,5237874.425
3105607,526081.3590000002,5238001.487
3105614,526296.4280000003,5237972.574
3105616,526048.426,5238029.308
3105645,526308.8499999996,5237790.656
3105767,526346.9189999998,5238009.022
3105806,526041.2309999997,5238056.401
3105828,526298.4560000002,5237943.613
3105839,525974.818,5238087.989
3105847,526335.2790000001,5237987.022
