37660,15440645.773286786,-4143826.7115276563
37659,15440645.773286786,-4143834.6990401857
37654,15440635.61166834,-4143834.7250672253
37652,15440625.450049896,-4143834.7250672253
37650,15440615.28843145,-4143834.7250672253
37645,15440615.28843145,-4143821.4159546457
37644,15440615.28843145,-4143813.403344614
37643,15440615.28843145,-4143805.4623089405
37641,15440605.126813006,-4143805.4623089405
37640,15440594.96519456,-4143805.4623089405
37642,15440625.450049896,-4143805.448365884
37649,15440605.126813006,-4143834.7250672253
37647,15440594.96519456,-4143834.7250672253
37646,15440594.96519456,-4143828.211800579
37648,15440605.126813006,-4143828.211800579
37651,15440625.450049896,-4143828.211800579
37653,15440635.61166834,-4143828.211800579
37658,15440655.934905231,-4143834.5874957307
37656,15440655.934905231,-4143828.1727600195
37657,15440666.096523674,-4143834.5874957307
37655,15440666.096523674,-4143828.206223356
37668,15440645.773286786,-4143810.688166667
37663,15440655.821998358,-4143810.6444784217
37662,15440665.983616803,-4143810.411164603
37661,15440665.983616803,-4143797.5008234507
37667,15440645.773286786,-4143804.8153511006
37669,15440645.773286786,-4143798.9416059973
37666,15440645.773286786,-4143792.4013827736
37664,15440645.773286786,-4143787.6728274105
37665,15440636.853643928,-4143787.7834423287
37670,15440671.900786785,-4143822.638123285
