,Bus1,Bus2,C0,C1,CMatrix,EmergAmps,Geometry,Length,LineCode,Name,NormAmps,NumCust,Parent,Phases,R0,R1,Rg,Rho,RMatrix,Spacing,TotalCust,Units,X0,X1,Xg,XMatrix,Yprim,Idx,IsSwitch,SeasonRating
line_75612502_3102961_3102751,3102751.1.2.3,3102961.1.2.3,0.00010000000000000002,0.00010000000000000002,"[0.0001, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0001]",600.0,,0.05740000152587891,3p_oh_code0,line_75612502_3102961_3102751,400.0,0,0,3,1e-05,0.2614,0.01805,100.0,"[0.17426999999999998, -0.08713, -0.08713, -0.08713, 0.17426999999999998, -0.08713, -0.08713, -0.08713, 0.17426999999999998]",,4,3,1e-05,0.3489,0.155081,"[0.2326033333333333, -0.11629666666666666, -0.11629666666666666, -0.11629666666666666, 0.2326033333333333, -0.11629666666666666, -0.11629666666666666, -0.11629666666666666, 0.2326033333333333]","[376.86802001133515, 229.89532213462712, 358.1751680556367, 259.8353498959567, 358.1751680556366, 259.8353498959567, -376.86802001133515, -229.89532213462604, -358.1751680556367, -259.8353498959567, -358.1751680556366, -259.8353498959567, 358.1751680556367, 259.8353498959567, 376.86802001133515, 229.89532213462707, 358.1751680556366, 259.83534989595665, -358.1751680556367, -259.8353498959567, -376.86802001133515, -229.89532213462599, -358.1751680556366, -259.83534989595665, 358.1751680556366, 259.8353498959567, 358.1751680556366, 259.83534989595665, 376.86802001133515, 229.89532213462704, -358.1751680556366, -259.8353498959567, -358.1751680556366, -259.83534989595665, -376.86802001133515, -229.89532213462596, -376.86802001133515, -229.89532213462604, -358.1751680556367, -259.8353498959567, -358.1751680556366, -259.8353498959567, 376.86802001133515, 229.89532213462712, 358.1751680556367, 259.8353498959567, 358.1751680556366, 259.8353498959567, -358.1751680556367, -259.8353498959567, -376.86802001133515, -229.89532213462599, -358.1751680556366, -259.83534989595665, 358.1751680556367, 259.8353498959567, 376.86802001133515, 229.89532213462707, 358.1751680556366, 259.83534989595665, -358.1751680556366, -259.8353498959567, -358.1751680556366, -259.83534989595665, -376.86802001133515, -229.89532213462596, 358.1751680556366, 259.8353498959567, 358.1751680556366, 259.83534989595665, 376.86802001133515, 229.89532213462704]",1,False,400.0
line_75612740_3104390_3102961,3102961.2,3104390.2,0.00010000000000000002,0.00010000000000000002,[0.0001],600.0,,0.07869999694824219,1p_oh_code1,line_75612740_3104390_3102961,400.0,0,2,3,1e-05,0.2614,0.01805,100.0,"[0.17426999999999998, -0.08713, -0.08713, -0.08713, 0.17426999999999998, -0.08713, -0.08713, -0.08713, 0.17426999999999998]",,4,3,1e-05,0.3489,0.155081,"[0.2326033333333333, -0.11629666666666666, -0.11629666666666666, -0.11629666666666666, 0.2326033333333333, -0.11629666666666666, -0.11629666666666666, -0.11629666666666666, 0.2326033333333333]","[376.86802001133515, 229.89532213462712, 358.1751680556367, 259.8353498959567, 358.1751680556366, 259.8353498959567, -376.86802001133515, -229.89532213462604, -358.1751680556367, -259.8353498959567, -358.1751680556366, -259.8353498959567, 358.1751680556367, 259.8353498959567, 376.86802001133515, 229.89532213462707, 358.1751680556366, 259.83534989595665, -358.1751680556367, -259.8353498959567, -376.86802001133515, -229.89532213462599, -358.1751680556366, -259.83534989595665, 358.1751680556366, 259.8353498959567, 358.1751680556366, 259.83534989595665, 376.86802001133515, 229.89532213462704, -358.1751680556366, -259.8353498959567, -358.1751680556366, -259.83534989595665, -376.86802001133515, -229.89532213462596, -376.86802001133515, -229.89532213462604, -358.1751680556367, -259.8353498959567, -358.1751680556366, -259.8353498959567, 376.86802001133515, 229.89532213462712, 358.1751680556367, 259.8353498959567, 358.1751680556366, 259.8353498959567, -358.1751680556367, -259.8353498959567, -376.86802001133515, -229.89532213462599, -358.1751680556366, -259.83534989595665, 358.1751680556367, 259.8353498959567, 376.86802001133515, 229.89532213462707, 358.1751680556366, 259.83534989595665, -358.1751680556366, -259.8353498959567, -358.1751680556366, -259.83534989595665, -376.86802001133515, -229.89532213462596, 358.1751680556366, 259.8353498959567, 358.1751680556366, 259.83534989595665, 376.86802001133515, 229.89532213462704]",2,False,400.0
line_75613383_3106087_3103520,3103520.1,3106087.1,0.00010000000000000002,0.00010000000000000002,[0.0001],600.0,,0.06790000152587891,1p_code2,line_75613383_3106087_3103520,400.0,0,0,1,1.247,1.247,0.01805,100.0,[1.247],,0,3,0.2494,0.2494,0.155081,[0.24939999999999998],"[11.148383746831168, -2.645767859372204, -11.148383746831168, 2.6457678593734837, -11.148383746831168, 2.6457678593734837, 11.148383746831168, -2.645767859372204]",3,False,400.0
line_75613384_3106088_3103521,3103521.2,3106088.2,0.00010000000000000002,0.00010000000000000002,[0.0001],600.0,,0.02929999923706055,1p_oh_code1,line_75613384_3106088_3103521,400.0,1,4,1,0.2614,0.2614,0.01805,100.0,[0.26139999999999997],,3,3,0.3489,0.3489,0.155081,[0.3489],"[13.814130858468292, -21.6951086814305, -13.814130858468292, 21.695108681431986, -13.814130858468292, 21.695108681431986, 13.814130858468292, -21.6951086814305]",4,False,400.0
line_75613591_3106259_3103686,3103686.2,3106259.2,0.00010000000000000002,0.00010000000000000002,[0.0001],600.0,,0.048599998474121095,1p_code2,line_75613591_3106259_3103686,400.0,1,5,1,0.2614,0.2614,0.01805,100.0,[0.26139999999999997],,2,3,0.3489,0.3489,0.155081,[0.3489],"[13.455544292622399, -21.131948060075906, -13.455544292622399, 21.13194806007743, -13.455544292622399, 21.13194806007743, 13.455544292622399, -21.131948060075906]",5,False,400.0
line_75613694_3106340_3103768,3103768.1,3106340.1,0.00010000000000000002,0.00010000000000000002,[0.0001],600.0,,0.022200000762939452,1p_code2,line_75613694_3106340_3103768,400.0,1,6,3,1e-05,0.2614,0.01805,100.0,"[0.17426999999999998, -0.08713, -0.08713, -0.08713, 0.17426999999999998, -0.08713, -0.08713, -0.08713, 0.17426999999999998]",,1,3,1e-05,0.3489,0.155081,"[0.2326033333333333, -0.11629666666666666, -0.11629666666666666, -0.11629666666666666, 0.2326033333333333, -0.11629666666666666, -0.11629666666666666, -0.11629666666666666, 0.2326033333333333]","[572.2810941883978, 349.1003203085284, 543.8956510022471, 394.5648090352974, 543.8956510022471, 394.5648090352974, -572.2810941883978, -349.10032030852767, -543.8956510022471, -394.5648090352974, -543.8956510022471, -394.5648090352974, 543.8956510022471, 394.5648090352974, 572.2810941883978, 349.10032030852864, 543.8956510022472, 394.5648090352974, -543.8956510022471, -394.5648090352974, -572.2810941883978, -349.1003203085279, -543.8956510022472, -394.5648090352974, 543.8956510022471, 394.5648090352974, 543.8956510022472, 394.5648090352974, 572.2810941883979, 349.1003203085285, -543.8956510022471, -394.5648090352974, -543.8956510022472, -394.5648090352974, -572.2810941883979, -349.1003203085278, -572.2810941883978, -349.10032030852767, -543.8956510022471, -394.5648090352974, -543.8956510022471, -394.5648090352974, 572.2810941883978, 349.1003203085284, 543.8956510022471, 394.5648090352974, 543.8956510022471, 394.5648090352974, -543.8956510022471, -394.5648090352974, -572.2810941883978, -349.1003203085279, -543.8956510022472, -394.5648090352974, 543.8956510022471, 394.5648090352974, 572.2810941883978, 349.10032030852864, 543.8956510022472, 394.5648090352974, -543.8956510022471, -394.5648090352974, -543.8956510022472, -394.5648090352974, -572.2810941883979, -349.1003203085278, 543.8956510022471, 394.5648090352974, 543.8956510022472, 394.5648090352974, 572.2810941883979, 349.1003203085285]",6,False,400.0
line_75614466_3103686_3103521,3103521.2,3103686.2,0.00010000000000000002,0.00010000000000000002,[0.0001],600.0,,0.08090000152587891,1p_oh_code1,line_75614466_3103686_3103521,400.0,0,7,1,0.2614,0.2614,0.01805,100.0,[0.26139999999999997],,3,3,0.3489,0.3489,0.155081,[0.3489],"[13.814130858468292, -21.6951086814305, -13.814130858468292, 21.695108681431986, -13.814130858468292, 21.695108681431986, 13.814130858468292, -21.6951086814305]",7,False,400.0
line_75614554_3103521_3104390,3104390.2,3103521.2,0.00010000000000000002,0.00010000000000000002,[0.0001],600.0,,0.07880000305175781,1p_oh_code1,line_75614554_3103521_3104390,400.0,0,8,1,0.2614,0.2614,0.01805,100.0,[0.26139999999999997],,3,3,0.3489,0.3489,0.155081,[0.3489],"[13.83168482866119, -21.722677212163802, -13.83168482866119, 21.722677212165287, -13.83168482866119, 21.722677212165287, 13.83168482866119, -21.722677212163802]",8,False,400.0
line_75615125_3103520_3104767,3104767.2,3103520.2,0.00010000000000000002,0.00010000000000000002,[0.0001],600.0,,0.04470000076293945,1p_code2,line_75615125_3103520_3104767,400.0,0,0,1,1.247,1.247,0.01805,100.0,[1.247],,0,3,0.2494,0.2494,0.155081,[0.24939999999999998],"[16.934569586149188, -4.018962832714048, -16.934569586149188, 4.018962832714891, -16.934569586149188, 4.018962832714891, 16.934569586149188, -4.018962832714048]",9,False,400.0
line_75615818_3102751_3103520,3103520.1.2.3,3102751.1.2.3,0.00010000000000000002,0.00010000000000000002,"[0.0001, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0001]",600.0,,0.08169999694824219,3p_oh_code0,line_75615818_3102751_3103520,400.0,0,0,3,1e-05,0.2614,0.01805,100.0,"[0.17426999999999998, -0.08713, -0.08713, -0.08713, 0.17426999999999998, -0.08713, -0.08713, -0.08713, 0.17426999999999998]",,0,3,1e-05,0.3489,0.155081,"[0.2326033333333333, -0.11629666666666666, -0.11629666666666666, -0.11629666666666666, 0.2326033333333333, -0.11629666666666666, -0.11629666666666666, -0.11629666666666666, 0.2326033333333333]","[264.7763247458833, 161.51765402977864, 251.64327981492863, 182.55263203931074, 251.64327981492863, 182.55263203931077, -264.7763247458833, -161.5176540297771, -251.64327981492863, -182.55263203931074, -251.64327981492863, -182.55263203931077, 251.64327981492863, 182.55263203931074, 264.7763247458833, 161.51765402977864, 251.64327981492863, 182.55263203931077, -251.64327981492863, -182.55263203931074, -264.7763247458833, -161.5176540297771, -251.64327981492863, -182.55263203931077, 251.64327981492863, 182.55263203931077, 251.64327981492863, 182.55263203931077, 264.77632474588324, 161.51765402977864, -251.64327981492863, -182.55263203931077, -251.64327981492863, -182.55263203931077, -264.77632474588324, -161.5176540297771, -264.7763247458833, -161.5176540297771, -251.64327981492863, -182.55263203931074, -251.64327981492863, -182.55263203931077, 264.7763247458833, 161.51765402977864, 251.64327981492863, 182.55263203931074, 251.64327981492863, 182.55263203931077, -251.64327981492863, -182.55263203931074, -264.7763247458833, -161.5176540297771, -251.64327981492863, -182.55263203931077, 251.64327981492863, 182.55263203931074, 264.7763247458833, 161.51765402977864, 251.64327981492863, 182.55263203931077, -251.64327981492863, -182.55263203931077, -251.64327981492863, -182.55263203931077, -264.77632474588324, -161.5176540297771, 251.64327981492863, 182.55263203931077, 251.64327981492863, 182.55263203931077, 264.77632474588324, 161.51765402977864]",10,False,400.0
