Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"3104662", 0.415, 1,    247.649,  -39.4,    1.0336, 2,    258.734, -152.9,    1.0799, 3,    249.281,   81.4,    1.0404
"3107994", 0.415, 1,    247.649,  -39.4,    1.0336, 0, 0, 0, 0, 0, 0, 0, 0
"3107995", 0.415, 1,    248.094,  -39.4,    1.0355, 2,    258.812, -152.8,    1.0802, 3,    249.602,   81.5,    1.0417
"3104663", 0.415, 2,    257.358, -153.0,    1.0741, 0, 0, 0, 0, 0, 0, 0, 0
"3107997", 0.415, 2,    257.117, -153.0,    1.0731, 0, 0, 0, 0, 0, 0, 0, 0
"3104664", 0.415, 1,    245.809,  -39.6,    1.0259, 2,    257.923, -153.0,    1.0765, 3,    247.686,   81.1,    1.0337
"3107998", 0.415, 3,    247.641,   81.1,    1.0336, 0, 0, 0, 0, 0, 0, 0, 0
"3108016", 0.415, 1,    247.913,  -39.4,    1.0347, 0, 0, 0, 0, 0, 0, 0, 0
"3108017", 0.415, 3,    247.869,   81.1,    1.0345, 0, 0, 0, 0, 0, 0, 0, 0
"3104765", 0.415, 1,    247.497,  -39.5,     1.033, 2,    259.352, -152.4,    1.0824, 3,    251.569,   81.5,      1.05
"3108133", 0.415, 1,    247.491,  -39.5,    1.0329, 2,    259.345, -152.4,    1.0824, 3,    251.562,   81.5,    1.0499
"3104779", 0.415, 1,    243.724,  -40.0,    1.0172, 2,     257.52, -152.3,    1.0748, 3,    250.987,   81.0,    1.0475
"3108139", 0.415, 2,    257.488, -152.3,    1.0747, 0, 0, 0, 0, 0, 0, 0, 0
"3108152", 0.415, 3,    252.059,   81.8,     1.052, 0, 0, 0, 0, 0, 0, 0, 0
"3104927", 0.415, 1,    247.506,  -39.5,     1.033, 2,     259.36, -152.4,    1.0825, 3,    251.578,   81.5,      1.05
"3108352", 0.415, 1,    243.683,  -40.0,     1.017, 0, 0, 0, 0, 0, 0, 0, 0
"3108389", 0.415, 1,    243.957,  -39.8,    1.0182, 0, 0, 0, 0, 0, 0, 0, 0
"3108455", 0.415, 3,    248.914,   81.3,    1.0389, 0, 0, 0, 0, 0, 0, 0, 0
"3108475", 0.415, 3,    251.477,   81.5,    1.0496, 0, 0, 0, 0, 0, 0, 0, 0
"3108557", 0.415, 1,    250.835,  -39.2,    1.0469, 0, 0, 0, 0, 0, 0, 0, 0
"3108573", 0.415, 3,      250.4,   80.9,    1.0451, 0, 0, 0, 0, 0, 0, 0, 0
"3105369", 0.415, 1,     247.54,  -39.5,    1.0331, 2,    259.394, -152.4,    1.0826, 3,    251.677,   81.5,    1.0504
"3108639", 0.415, 1,    247.355,  -39.5,    1.0324, 0, 0, 0, 0, 0, 0, 0, 0
"3105381", 0.415, 1,    245.564,  -39.6,    1.0249, 2,    257.841, -153.0,    1.0761, 3,    247.534,   81.0,    1.0331
"3108652", 0.415, 3,      247.1,   81.0,    1.0313, 0, 0, 0, 0, 0, 0, 0, 0
"3108688", 0.415, 1,    249.003,  -39.3,    1.0392, 0, 0, 0, 0, 0, 0, 0, 0
"3108861", 0.415, 1,    245.313,  -39.6,    1.0238, 0, 0, 0, 0, 0, 0, 0, 0
"3108984", 0.415, 2,    257.905, -153.0,    1.0764, 0, 0, 0, 0, 0, 0, 0, 0
"3105735", 0.415, 1,    241.701,  -40.0,    1.0088, 0, 0, 0, 0, 0, 0, 0, 0
"3109027", 0.415, 1,    241.019,  -40.0,    1.0059, 0, 0, 0, 0, 0, 0, 0, 0
"3109132", 0.415, 2,    260.735, -152.4,    1.0882, 0, 0, 0, 0, 0, 0, 0, 0
"3106132", 0.415, 3,    248.888,   81.4,    1.0388, 0, 0, 0, 0, 0, 0, 0, 0
"3109490", 0.415, 3,     248.48,   81.4,    1.0371, 0, 0, 0, 0, 0, 0, 0, 0
"3109811", 0.415, 2,    258.896, -152.8,    1.0805, 0, 0, 0, 0, 0, 0, 0, 0
"3109841", 0.415, 3,    250.906,   81.2,    1.0472, 0, 0, 0, 0, 0, 0, 0, 0
"3109897", 0.415, 2,    257.298, -153.0,    1.0739, 0, 0, 0, 0, 0, 0, 0, 0
"3106499", 0.415, 1,    247.542,  -39.4,    1.0331, 2,    258.678, -152.9,    1.0796, 3,      249.1,   81.4,    1.0396
"3109941", 0.415, 1,    247.282,  -39.4,    1.0321, 0, 0, 0, 0, 0, 0, 0, 0
"3110654", 0.415, 1,    243.419,  -40.0,    1.0159, 0, 0, 0, 0, 0, 0, 0, 0
"3110706", 0.415, 2,    257.082, -153.0,     1.073, 0, 0, 0, 0, 0, 0, 0, 0
"3110707", 0.415, 2,    256.977, -153.0,    1.0725, 0, 0, 0, 0, 0, 0, 0, 0
"3110716", 0.415, 1,    245.438,  -39.5,    1.0244, 0, 0, 0, 0, 0, 0, 0, 0
"3110717", 0.415, 3,    247.256,   81.1,     1.032, 0, 0, 0, 0, 0, 0, 0, 0
"3110718", 0.415, 1,    245.353,  -39.5,     1.024, 0, 0, 0, 0, 0, 0, 0, 0
"3110719", 0.415, 3,    247.294,   81.0,    1.0321, 0, 0, 0, 0, 0, 0, 0, 0
"3110720", 0.415, 3,    247.267,   81.0,     1.032, 0, 0, 0, 0, 0, 0, 0, 0
"3110721", 0.415, 3,    247.247,   81.0,    1.0319, 0, 0, 0, 0, 0, 0, 0, 0
"3110722", 0.415, 3,    247.241,   81.0,    1.0319, 0, 0, 0, 0, 0, 0, 0, 0
"3110723", 0.415, 3,    247.276,   81.0,     1.032, 0, 0, 0, 0, 0, 0, 0, 0
"3110724", 0.415, 3,    247.352,   81.1,    1.0324, 0, 0, 0, 0, 0, 0, 0, 0
"3110725", 0.415, 3,    247.366,   81.1,    1.0324, 0, 0, 0, 0, 0, 0, 0, 0
"3110726", 0.415, 1,    245.317,  -39.5,    1.0239, 0, 0, 0, 0, 0, 0, 0, 0
"3110727", 0.415, 1,    245.342,  -39.5,     1.024, 0, 0, 0, 0, 0, 0, 0, 0
"3110728", 0.415, 1,    245.557,  -39.5,    1.0249, 0, 0, 0, 0, 0, 0, 0, 0
"3110729", 0.415, 3,    247.561,   81.1,    1.0332, 0, 0, 0, 0, 0, 0, 0, 0
"3110750", 0.415, 3,    250.335,   80.9,    1.0448, 0, 0, 0, 0, 0, 0, 0, 0
"3110751", 0.415, 2,    258.713, -152.8,    1.0798, 0, 0, 0, 0, 0, 0, 0, 0
"3110752", 0.415, 3,    249.598,   81.5,    1.0417, 0, 0, 0, 0, 0, 0, 0, 0
"3110753", 0.415, 3,    250.606,   81.1,    1.0459, 0, 0, 0, 0, 0, 0, 0, 0
"3110754", 0.415, 1,    243.673,  -40.0,     1.017, 0, 0, 0, 0, 0, 0, 0, 0
"3110755", 0.415, 2,    257.451, -152.3,    1.0745, 0, 0, 0, 0, 0, 0, 0, 0
"3111266", 0.415, 3,    250.681,   81.1,    1.0462, 0, 0, 0, 0, 0, 0, 0, 0
"3111278", 0.415, 1,    240.924,  -40.0,    1.0055, 0, 0, 0, 0, 0, 0, 0, 0
"3111279", 0.415, 1,    240.949,  -40.0,    1.0056, 0, 0, 0, 0, 0, 0, 0, 0
"3111298", 0.415, 3,    250.668,   81.1,    1.0462, 0, 0, 0, 0, 0, 0, 0, 0
"3111299", 0.415, 1,    243.156,  -39.9,    1.0148, 0, 0, 0, 0, 0, 0, 0, 0
"3111318", 0.415, 1,    243.636,  -39.8,    1.0168, 0, 0, 0, 0, 0, 0, 0, 0
"3111411", 0.415, 3,    249.759,   81.6,    1.0424, 0, 0, 0, 0, 0, 0, 0, 0
"3111462", 0.415, 1,     240.68,  -40.0,    1.0045, 0, 0, 0, 0, 0, 0, 0, 0
"3111503", 0.415, 3,    248.891,   81.4,    1.0388, 0, 0, 0, 0, 0, 0, 0, 0
"3111505", 0.415, 1,      243.4,  -40.0,    1.0159, 0, 0, 0, 0, 0, 0, 0, 0
"3111584", 0.415, 2,    258.809, -152.8,    1.0802, 0, 0, 0, 0, 0, 0, 0, 0
"3111590", 0.415, 1,    247.398,  -39.4,    1.0325, 0, 0, 0, 0, 0, 0, 0, 0
"3111664", 0.415, 1,    245.571,  -39.5,    1.0249, 0, 0, 0, 0, 0, 0, 0, 0
"3111669", 0.415, 3,    247.291,   81.1,    1.0321, 0, 0, 0, 0, 0, 0, 0, 0
"3111670", 0.415, 3,     247.24,   81.1,    1.0319, 0, 0, 0, 0, 0, 0, 0, 0
"3111687", 0.415, 1,    245.305,  -39.5,    1.0238, 0, 0, 0, 0, 0, 0, 0, 0
