3102751,519435.90625,5210789.5
3103520,519446.09375,5210870.5
3106087,519512.09375,5210886.5
3104767,519401.40625,5210870.5
3108561,519418.79000000004,5210884.853
3108550,519475.01800000016,5210894.392
3108673,519475.01800000016,5210894.392
3104390,519441.5,5210653.5
3103521,519436.8125,5210575.0
3106088,519454.40625,5210551.5
3103686,519409.5,5210499.0
3106259,519456.3125,5210511.5
3108551,519443.06799999997,5210500.563
3107901,519429.5,5210536.0
3103768,519467.09375,5210708.0
3106340,519479.8125,5210689.5
3102961,519438.1875,5210732.0
