Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"3103411", 0.415, 3,    140.335,   49.2,   0.58571, 0, 0, 0, 0, 0, 0, 0, 0
"3103412", 0.415, 3,    140.251,   49.2,   0.58536, 0, 0, 0, 0, 0, 0, 0, 0
"3103413", 0.415, 1,    134.689,  -70.2,   0.56214, 0, 0, 0, 0, 0, 0, 0, 0
"3103414", 0.415, 1,     134.95,  -70.2,   0.56323, 0, 0, 0, 0, 0, 0, 0, 0
"3103415", 0.415, 2,    192.474, -167.8,   0.80331, 0, 0, 0, 0, 0, 0, 0, 0
"3103416", 0.415, 3,    140.937,   49.2,   0.58822, 0, 0, 0, 0, 0, 0, 0, 0
"3103417", 0.415, 1,    135.628,  -70.3,   0.56606, 0, 0, 0, 0, 0, 0, 0, 0
"3103418", 0.415, 2,     193.95, -168.1,   0.80947, 0, 0, 0, 0, 0, 0, 0, 0
"3103426", 0.415, 3,    153.564,   54.6,   0.64092, 0, 0, 0, 0, 0, 0, 0, 0
"3103427", 0.415, 3,    132.618,   49.4,    0.5535, 0, 0, 0, 0, 0, 0, 0, 0
"3103455", 0.415, 3,    127.009,   48.0,   0.53009, 0, 0, 0, 0, 0, 0, 0, 0
"3103475", 0.415, 3,    153.412,   54.6,   0.64028, 0, 0, 0, 0, 0, 0, 0, 0
"3103504", 0.415, 1,     134.48,  -70.2,   0.56127, 0, 0, 0, 0, 0, 0, 0, 0
"3103506", 0.415, 1,    135.663,  -70.3,    0.5662, 0, 0, 0, 0, 0, 0, 0, 0
